#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.697255486  -52.065319179
   -2.951193099    6.601170480  -32.821675422
   -2.760793544    2.223561276  -13.818771640
   -2.570393989    1.058173597    0.336138967
   -2.379994435    1.882584868    6.837006368
   -2.189594880    3.167273335    5.413994015
   -1.999195325    3.617689927   -1.167383595
   -1.808795770    2.729244685   -7.682645701
   -1.618396215    1.058611387   -8.636181876
   -1.427996661    0.000000000   -1.184138489
   -1.237597106    1.070262090   13.103025565
   -1.047197551    5.115141827   29.030258904
   -0.856797996   11.870617656   40.659178930
   -0.666398442   20.097643297   44.053815584
   -0.475998887   28.099165758   38.403744820
   -0.285599332   34.272238121   25.207759402
   -0.095199777   37.415427470    7.034037303
    0.095199777   36.854506382  -13.126050597
    0.285599332   32.545798386  -31.606545395
    0.475998887   25.249086698  -43.632592933
    0.666398442   16.692800409  -44.091734598
    0.856797996    9.441053632  -29.750444377
    1.047197551    6.267128711   -1.934453230
    1.237597106    9.148268136   32.268418302
    1.427996661   18.282968704   61.852127791
    1.618396215   31.737921180   76.169462799
    1.808795770   45.962972392   69.586784765
    1.999195325   57.021032209   43.822901955
    2.189594880   61.959054758    7.022742569
    2.379994435   59.719658400  -29.729474807
    2.570393989   51.284221565  -56.739201367
    2.760793544   39.086802675  -68.825964731
    2.951193099   26.048398636  -65.948925275
