#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
   -3.141592654  107.892256975   48.004554645
   -3.033261872  112.578493570   38.462243055
   -2.924931091  116.189375195   28.023589356
   -2.816600310  118.647386863   17.591432221
   -2.708269529  120.028889836    8.167583947
   -2.599938748  120.483993928    0.487985778
   -2.491607967  120.231302216   -4.860737293
   -2.383277185  119.541240953   -7.572476060
   -2.274946404  118.705473864   -7.629602296
   -2.166615623  117.988410817   -5.428320323
   -2.058284842  117.599490310   -1.731976457
   -1.949954061  117.651147379    2.526331444
   -1.841623280  118.141128089    6.260542362
   -1.733292499  118.960709577    8.465907604
   -1.624961717  119.893677671    8.379713928
   -1.516630936  120.674893510    5.627721377
   -1.408300155  121.015279033    0.369248327
   -1.299969374  120.667772769   -6.886553214
   -1.191638593  119.469127669  -15.165727281
   -1.083307812  117.367717172  -23.515065920
   -0.974977030  114.418433805  -30.759562846
   -0.866646249  110.788499124  -36.104540242
   -0.758315468  106.700804397  -39.033449796
   -0.649984687  102.436954890  -39.366823277
   -0.541653906   98.269907867  -37.141456526
   -0.433323125   94.475436305  -32.590682976
   -0.324992343   91.283903940  -25.946541279
   -0.216661562   88.900913571  -17.697392452
   -0.108330781   87.483134190   -8.151694322
    0.000000000   87.146106027    2.178064599
    0.108330781   87.947922433   12.766644956
    0.216661562   89.878970099   22.911198000
    0.324992343   92.842129981   31.734650282
    0.433323125   96.644694017   38.225375646
    0.541653906  100.976625983   41.504226350
    0.649984687  105.444956998   40.696155641
    0.758315468  109.587286333   35.309255380
    0.866646249  112.901620199   25.321684025
    0.974977030  114.922527628   11.434024788
    1.083307812  115.280482974   -5.217227275
    1.191638593  113.766064263  -22.883120436
    1.299969374  110.358091484  -39.728772428
    1.408300155  105.266799358  -53.795988752
    1.516630936   98.878737170  -63.458866854
    1.624961717   91.740518235  -67.522677567
    1.733292499   84.483633272  -65.565245719
    1.841623280   77.761466140  -57.832855711
    1.949954061   72.154608181  -45.082312839
    2.058284842   68.147467592  -28.623712488
    2.166615623   66.037535925  -10.168207794
    2.274946404   65.965719320    8.637230254
    2.383277185   67.868712902   26.128452685
    2.491607967   71.531137262   40.958987612
    2.599938748   76.617361644   52.173387464
    2.708269529   82.683016310   59.184373700
    2.816600310   89.280698279   61.835721490
    2.924931091   95.942106587   60.487469281
    3.033261872  102.258101777   55.634910948
